order_id,customer_id,order_date,order_total,feedback_rating,time_spent
1537,570,2021-08-18,4964,1,118
1538,807,2020-06-02,4188,2,87
1539,309,2021-03-11,3714,2,83
1540,129,2021-08-21,1094,1,16
1541,666,2021-10-25,2431,3,48
1542,933,2021-12-16,2714,1,91
1543,660,2020-11-22,4510,2,74
1544,772,2021-04-13,3630,1,85
1545,539,2021-08-07,4927,2,21
1546,204,2021-06-10,1283,2,59
1547,317,2022-02-25,1871,3,46
1548,888,2020-06-17,1639,3,23
1549,545,2021-07-06,678,2,15
1550,33,2021-10-03,103,1,6
1551,302,2021-07-03,845,5,23
1552,640,2020-09-23,1885,4,7
1553,29,2020-07-18,3379,2,12
1554,755,2021-09-07,3198,2,92
1555,135,2020-07-24,3296,3,32
1556,91,2021-05-28,2062,3,91
1557,34,2021-03-19,3619,4,77
1558,685,2020-10-23,766,4,64
1559,301,2022-05-23,4839,5,62
1560,564,2021-11-27,3527,3,13
1561,887,2021-02-25,3145,1,80
1562,125,2022-03-22,2331,4,88
1563,835,2021-07-29,4749,3,101
1564,388,2021-01-26,3145,1,14
1565,554,2020-06-21,949,1,114
1566,85,2020-07-30,2693,5,33
1567,413,2020-09-16,1351,2,51
1568,80,2022-05-03,3420,2,114
1569,381,2020-11-19,878,1,59
1570,972,2020-07-01,4724,2,55
1571,99,2021-06-11,4575,2,91
1572,206,2020-07-29,819,2,98
1573,328,2021-06-27,2481,2,24
1574,753,2021-07-15,1272,5,78
1575,565,2022-04-30,4046,2,119
1576,242,2021-04-14,3832,2,52
1577,709,2020-08-14,131,5,77
1578,479,2020-09-14,4233,5,23
1579,861,2020-10-18,3933,1,52
1580,929,2022-01-20,696,5,67
1581,793,2021-11-12,3586,1,7
1582,171,2021-01-13,1765,5,85
1583,925,2020-12-12,3615,5,7
1584,554,2021-10-24,1637,3,114
1585,715,2022-05-23,3347,4,16
1586,407,2021-07-05,882,2,25
1587,589,2021-09-19,302,4,113
1588,156,2020-07-19,3664,4,105
1589,373,2022-05-08,3296,4,93
1590,587,2022-05-03,4110,1,51
1591,434,2021-10-13,917,3,113
1592,702,2021-04-29,2995,2,59
1593,927,2021-07-01,4048,2,16
1594,889,2020-12-03,745,5,21
1595,797,2021-12-26,3437,3,13
1596,356,2020-05-29,1474,1,46
1597,436,2020-12-20,2088,4,13
1598,259,2021-10-15,2583,1,49
1599,331,2020-12-16,460,4,63
1600,694,2020-09-25,379,4,59
1601,860,2021-05-16,2997,1,71
1602,369,2021-11-27,2758,1,113
1603,743,2021-07-30,4160,5,77
1604,221,2020-07-29,516,3,14
1605,950,2021-04-13,3049,3,54
1606,714,2020-07-22,2670,5,51
1607,99,2020-06-08,4405,2,63
1608,114,2020-07-31,4867,4,113
1609,227,2020-10-10,4892,4,76
1610,901,2021-01-10,3292,4,70
1611,445,2021-04-30,643,4,80
1612,795,2021-09-18,4051,5,39
1613,970,2020-08-14,235,3,101
1614,739,2021-08-06,4335,4,63
1615,659,2021-06-29,1745,2,22
1616,751,2021-07-26,643,4,5
1617,70,2021-07-27,1632,3,29
1618,911,2021-12-09,1933,3,84
1619,824,2020-09-11,1645,1,39
1620,167,2021-11-03,996,5,69
1621,526,2020-07-04,1228,2,87
1622,520,2021-08-18,1164,4,102
1623,520,2020-09-17,113,5,71
1624,932,2021-12-23,1975,4,66
1625,986,2021-12-08,222,3,95
1626,727,2021-09-16,966,5,9
1627,439,2022-05-12,652,2,73
1628,485,2022-04-12,714,5,63
1629,779,2021-07-16,4189,4,16
1630,197,2020-08-28,2670,5,17
1631,716,2021-04-18,2445,4,79
1632,888,2021-02-25,534,1,53
1633,301,2020-06-19,1990,2,93
1634,687,2020-08-22,2880,3,43
1635,813,2020-09-19,2460,2,8
1636,521,2022-02-21,3534,3,8
1637,191,2021-08-26,404,4,80
1638,635,2021-10-16,4182,5,33
1639,170,2020-06-14,4132,3,81
1640,201,2021-09-21,866,4,69
1641,255,2021-07-28,986,3,115
1642,145,2020-08-27,563,2,60
1643,844,2020-07-04,3875,2,109
1644,240,2020-12-10,3594,5,90
1645,239,2020-09-18,4082,3,108
1646,52,2020-08-19,3658,3,87
1647,981,2020-09-22,3801,3,11
1648,393,2022-04-29,1547,3,13
1649,906,2021-07-02,1818,3,102
1650,165,2021-06-05,2483,5,8
1651,158,2022-04-30,791,2,57
1652,832,2022-02-27,3697,1,91
1653,79,2021-02-10,4175,4,55
1654,812,2020-12-22,1505,2,57
1655,30,2020-07-19,4344,5,19
1656,681,2022-01-20,2409,4,19
1657,971,2020-08-14,2635,1,8
1658,228,2020-06-16,1337,2,24
1659,170,2020-11-13,4310,2,98
1660,515,2021-05-26,1369,3,17
1661,230,2022-04-09,155,2,75
1662,662,2021-06-18,2603,2,86
1663,829,2022-01-13,4497,3,50
1664,297,2021-12-09,3960,5,116
1665,605,2022-04-05,1985,3,23
1666,744,2021-02-20,3507,3,83
1667,616,2020-12-03,4612,5,107
1668,485,2020-05-30,4325,5,18
1669,954,2022-01-15,4071,2,114
1670,825,2021-05-17,1299,4,105
1671,467,2022-05-18,309,5,32
1672,500,2021-06-07,4386,5,78
1673,672,2021-10-03,1217,4,88
1674,962,2020-09-10,2437,3,120
1675,827,2022-02-01,3935,1,46
1676,779,2021-07-29,3347,1,21
1677,161,2021-06-27,1611,1,64
1678,76,2020-07-31,1366,4,36
1679,14,2021-04-11,1459,4,48
1680,485,2021-02-23,4914,3,14
1681,936,2020-06-09,1817,4,109
1682,479,2021-01-28,1633,2,14
1683,942,2021-11-23,2446,4,94
1684,42,2022-04-08,1498,3,30
1685,973,2021-07-04,1827,1,24
1686,246,2020-08-16,4184,2,44
1687,748,2020-08-24,1313,5,52
1688,507,2021-06-25,980,3,56
1689,666,2022-02-08,1596,5,12
1690,124,2020-12-22,4652,2,51
1691,467,2021-04-14,2314,4,36
1692,277,2021-03-17,929,2,94
1693,179,2020-06-21,260,5,92
1694,510,2020-07-31,2850,3,120
1695,826,2021-04-03,4977,3,120
1696,868,2022-04-26,1935,5,104
1697,609,2022-04-01,1464,1,9
1698,272,2021-11-19,3994,3,10
1699,63,2021-03-18,2221,3,34
1700,770,2021-08-14,2023,2,35
1701,548,2020-11-29,4880,5,25
1702,519,2020-09-06,1775,3,111
1703,993,2021-06-18,4949,5,87
1704,174,2022-03-31,736,4,36
1705,213,2021-10-05,1504,1,20
1706,264,2020-11-13,2198,4,17
1707,313,2021-06-03,848,3,88
1708,816,2021-07-30,3665,4,87
1709,556,2021-10-24,3972,1,49
1710,206,2022-02-17,1404,5,9
1711,143,2021-05-02,628,1,39
1712,305,2021-05-03,3404,1,118
1713,88,2020-10-10,1586,3,42
1714,740,2021-09-16,4401,3,98
1715,181,2020-10-10,2091,3,22
1716,691,2021-05-20,2546,3,92
1717,550,2021-07-04,725,3,86
1718,206,2021-12-10,3616,2,91
1719,801,2021-10-03,1176,5,97
1720,99,2021-11-16,4208,4,28
1721,588,2022-03-25,3631,1,23
1722,719,2021-04-02,1831,4,23
1723,4,2020-12-03,1296,4,59
1724,876,2021-01-25,4030,2,46
1725,937,2020-06-04,2620,2,8
1726,504,2022-05-23,4265,4,38
1727,577,2021-11-10,3919,4,38
1728,821,2021-02-27,2982,5,42
1729,708,2022-01-16,2134,5,67
1730,110,2020-09-19,871,5,80
1731,511,2020-09-25,2612,1,90
1732,186,2020-11-26,4661,1,12
1733,515,2022-05-07,4058,5,24
1734,612,2021-02-12,2168,3,89
1735,844,2020-10-11,2499,2,108
1736,654,2021-10-11,907,5,118
1737,918,2020-06-12,4766,3,115
1738,346,2021-03-18,2812,1,58
1739,100,2021-12-22,657,2,7
1740,383,2020-06-19,2393,5,20
1741,501,2022-03-03,360,5,54
1742,760,2022-02-04,4254,4,46
1743,132,2020-07-25,4272,5,68
1744,304,2022-01-13,4050,2,68
1745,530,2021-05-29,3612,5,36
1746,31,2022-01-11,2796,3,25
1747,312,2021-06-30,4210,4,89
1748,459,2020-06-25,1689,4,42
1749,176,2021-12-28,4565,1,89
1750,556,2022-02-01,707,1,108
1751,313,2020-11-13,4073,5,83
1752,593,2020-11-26,4565,4,6
1753,207,2022-05-16,676,5,79
1754,618,2020-12-21,2809,2,59
1755,467,2020-10-12,4415,3,67
1756,459,2021-04-16,1521,4,94
1757,609,2020-08-12,367,1,97
1758,695,2020-10-09,845,1,72
1759,353,2020-12-03,4879,4,108
1760,758,2020-11-20,3149,2,14
1761,689,2022-01-04,3264,2,66
1762,43,2021-07-26,1970,3,117
1763,581,2022-01-07,1935,5,108
1764,995,2021-07-09,472,5,50
1765,473,2021-01-19,2209,4,80
1766,798,2020-12-24,309,5,80
1767,712,2020-08-04,2702,3,95
1768,430,2021-03-06,4326,2,48
1769,925,2022-02-12,804,1,5
1770,834,2021-04-12,1361,3,47
1771,69,2021-12-08,3950,3,118
1772,631,2020-12-16,2647,2,71
1773,998,2021-08-26,2467,5,114
1774,335,2021-06-01,543,5,46
1775,140,2021-11-15,4276,2,103
1776,247,2020-11-06,4330,5,50
1777,152,2021-09-17,772,4,56
1778,177,2020-06-17,2632,1,72
1779,793,2020-09-18,4120,5,49
1780,589,2021-06-27,960,2,69
1781,636,2021-10-08,4706,1,45
1782,968,2021-12-17,1778,1,83
1783,313,2021-02-09,2048,2,60
1784,557,2022-02-23,737,4,118
1785,297,2021-07-21,1424,1,106
1786,431,2022-05-14,1809,1,113
1787,945,2022-02-09,454,3,93
1788,545,2021-06-21,4783,4,105
1789,307,2021-09-16,3388,1,50
1790,118,2021-01-01,173,1,12
1791,937,2020-10-24,3690,2,25
1792,979,2022-04-17,2465,3,10
1793,499,2021-07-18,3990,3,13
1794,270,2021-05-08,2603,1,94
1795,582,2020-08-13,1772,4,111
1796,998,2021-01-18,1620,3,38
1797,64,2022-02-16,1720,5,104
1798,808,2022-05-12,1601,2,72
1799,904,2020-07-14,3222,4,52
1800,440,2021-11-19,1868,4,58
1801,703,2021-10-27,4757,4,86
1802,614,2022-04-04,1530,4,24
1803,442,2022-03-26,382,1,82
1804,938,2021-07-13,2656,2,111
1805,741,2020-10-18,1870,1,40
1806,482,2021-06-16,2308,5,13
1807,233,2021-03-27,1578,1,18
1808,988,2022-02-18,3359,2,97
1809,710,2021-06-02,1979,2,12
1810,282,2021-05-14,3575,3,116
1811,96,2022-03-26,4839,5,84
1812,483,2020-08-19,908,5,110
1813,354,2020-07-24,3874,1,74
1814,409,2020-10-25,2145,5,30
1815,570,2020-06-04,1812,5,95
1816,364,2020-11-15,1531,2,108
1817,772,2021-03-29,4890,4,5
1818,839,2022-01-01,2488,3,117
1819,684,2020-11-10,4750,3,74
1820,5,2021-06-16,4593,1,55
1821,799,2022-05-11,4974,4,106
1822,575,2021-09-01,1067,3,9
1823,96,2021-07-21,3700,5,97
1824,483,2021-06-06,816,3,106
1825,149,2020-10-09,3772,2,115
1826,612,2020-06-13,1906,3,17
1827,123,2021-03-13,3995,1,26
1828,75,2020-10-26,1687,4,101
1829,544,2021-11-29,4936,1,11
1830,809,2022-05-18,593,5,75
1831,474,2020-10-12,3993,1,48
1832,657,2022-01-12,795,3,53
1833,480,2021-09-22,2515,4,96
1834,731,2021-08-01,2710,4,9
1835,819,2020-07-16,2316,4,16
1836,356,2022-01-16,1715,3,111
1837,558,2021-03-29,1051,1,26
1838,969,2021-01-20,2622,2,29
1839,914,2020-09-01,1775,3,93
1840,316,2022-02-19,294,3,65
1841,201,2022-01-10,1281,4,63
1842,568,2022-04-28,1009,5,37
1843,808,2020-08-11,3340,2,62
1844,453,2022-04-10,3304,2,60
1845,728,2022-01-12,934,1,69
1846,468,2021-12-10,2188,2,39
1847,393,2020-07-11,2951,2,37
1848,448,2020-08-10,4201,3,88
1849,249,2021-02-21,4715,4,36
1850,786,2022-04-24,3620,1,44
1851,133,2021-08-20,3562,3,100
1852,483,2020-10-13,2595,4,110
1853,210,2022-02-19,4743,3,30
1854,797,2022-01-09,3032,3,55
1855,523,2021-09-06,2289,3,87
1856,367,2020-10-18,646,3,72
1857,717,2022-04-09,1178,3,74
1858,537,2020-09-26,734,4,40
1859,604,2021-12-25,3840,3,26
1860,912,2020-07-13,937,3,117
1861,531,2020-10-24,3209,4,20
1862,743,2020-12-28,2239,3,23
1863,160,2021-03-09,2563,1,22
1864,530,2022-01-26,3162,4,12
1865,789,2020-09-23,3337,2,110
1866,349,2021-12-06,4820,2,104
1867,135,2021-12-07,3678,1,109
1868,622,2022-01-02,1941,5,101
1869,958,2022-01-12,814,5,91
1870,5,2020-08-28,3888,1,11
1871,303,2020-11-09,393,2,97
1872,849,2022-05-07,3745,5,115
1873,640,2020-07-14,3977,3,41
1874,199,2022-02-26,3197,5,51
1875,621,2021-09-22,3258,4,105
1876,422,2021-09-27,3165,1,116
1877,626,2020-12-12,4088,1,63
1878,999,2020-09-04,1806,5,89
1879,107,2020-10-19,3699,4,42
1880,354,2021-12-14,2400,5,11
1881,553,2020-11-02,1488,4,15
1882,281,2022-04-09,737,5,64
1883,929,2020-06-20,3342,1,120
1884,155,2021-07-31,199,2,33
1885,972,2020-10-05,641,3,7
1886,346,2021-08-16,878,4,56
1887,468,2021-10-07,4124,5,88
1888,188,2020-07-13,4876,5,78
1889,294,2021-12-22,1989,2,106
1890,971,2021-12-01,631,4,54
1891,384,2020-08-15,4382,5,64
1892,965,2020-12-11,4908,5,81
1893,271,2022-03-15,4859,2,58
1894,92,2022-01-03,481,4,19
1895,106,2021-01-01,618,5,59
1896,914,2021-12-26,2261,5,80
1897,292,2021-08-21,892,1,97
1898,353,2022-03-09,1489,4,33
1899,732,2021-12-30,604,4,67
1900,904,2021-09-30,2754,4,27
1901,664,2021-06-04,1808,2,107
1902,540,2021-04-30,3412,4,85
1903,201,2022-01-31,4593,4,12
1904,197,2021-04-01,3738,5,50
1905,107,2021-11-26,560,5,32
1906,460,2021-04-04,3019,1,28
1907,220,2021-01-27,2782,3,51
1908,710,2022-03-23,115,5,109
1909,108,2021-07-08,2467,5,70
1910,755,2021-10-13,4306,4,79
1911,158,2022-01-26,3200,1,88
1912,463,2021-04-06,4921,1,35
1913,332,2022-02-13,2737,5,76
1914,237,2020-11-22,3125,5,108
1915,4,2021-09-20,980,3,17
1916,140,2021-01-10,1638,1,71
1917,276,2021-08-30,231,5,57
1918,370,2021-12-01,2976,4,11
1919,708,2021-09-21,1327,1,36
1920,541,2021-05-17,1448,2,50
1921,886,2021-12-08,3981,5,110
1922,429,2021-12-31,2888,3,96
1923,795,2021-02-03,2561,5,78
1924,679,2021-06-25,3775,5,97
1925,239,2021-03-06,417,3,35
1926,552,2021-11-08,2785,4,57
1927,804,2021-03-18,3532,3,34
1928,870,2021-08-07,1489,4,97
1929,453,2021-07-13,2107,3,116
1930,209,2022-01-24,2440,2,101
1931,272,2020-08-20,1117,5,108
1932,419,2021-09-11,1430,1,42
1933,940,2021-09-27,2076,1,85
1934,270,2020-09-24,2209,5,75
1935,485,2021-04-20,970,4,117
1936,63,2022-02-23,3083,1,102
1937,578,2022-02-21,1133,4,70
1938,967,2020-08-20,3991,1,85
1939,502,2021-01-11,2341,2,77
1940,185,2021-05-22,4995,4,12
1941,434,2020-05-31,332,3,85
1942,642,2020-08-23,3652,4,9
1943,368,2022-02-14,3492,1,24
1944,962,2021-05-19,685,5,24
1945,133,2020-07-12,2711,1,39
1946,570,2022-05-14,2808,4,79
1947,97,2021-10-06,4854,4,96
1948,263,2020-05-30,3057,4,77
1949,452,2021-07-06,4693,3,79
1950,742,2021-06-12,4346,5,90
1951,704,2021-02-26,578,2,50
1952,444,2021-12-30,3715,1,92
1953,620,2021-12-30,4088,2,82
1954,505,2021-06-08,3694,1,75
1955,841,2020-08-17,3811,5,78
1956,775,2021-01-17,2407,4,108
1957,777,2021-07-21,4925,1,66
1958,428,2021-02-27,3066,1,102
1959,682,2021-09-29,1800,2,73
1960,299,2021-08-14,1850,4,33
1961,562,2021-12-14,3863,1,93
1962,95,2020-12-25,4220,4,115
1963,757,2021-05-08,2827,4,108
1964,415,2021-04-16,1953,4,112
1965,26,2020-09-09,1191,1,25
1966,694,2021-10-08,2960,3,85
1967,598,2020-10-01,1514,5,118
1968,76,2020-11-18,1408,1,30
1969,718,2021-11-28,4852,5,108
1970,739,2021-01-02,3331,3,43
1971,644,2021-10-05,228,1,73
1972,432,2022-05-19,1318,2,114
1973,733,2020-09-03,3931,2,118
1974,451,2022-05-15,3589,2,86
1975,853,2022-02-27,752,3,77
1976,867,2020-11-13,1334,4,41
1977,852,2020-06-06,522,2,87
1978,116,2022-05-10,1569,2,38
1979,603,2020-06-15,1590,5,11
1980,707,2021-10-20,461,3,53
1981,28,2021-07-07,4719,2,40
1982,130,2022-02-14,1099,4,113
1983,147,2021-01-19,3438,5,52
1984,277,2022-04-30,2762,4,96
1985,503,2021-08-07,3657,5,67
1986,431,2021-01-22,2874,3,101
1987,477,2022-01-09,2365,2,79
1988,100,2021-05-18,2482,4,14
1989,112,2021-05-30,1956,3,79
1990,438,2021-12-09,2246,4,112
1991,216,2021-03-21,3695,2,84
1992,4,2021-04-01,2828,1,13
1993,675,2020-10-07,4877,3,96
1994,593,2020-09-02,4541,4,29
1995,574,2021-05-06,251,2,34
1996,93,2020-09-26,2524,4,106
1997,922,2022-01-05,2707,3,79
1998,661,2021-06-28,1891,3,55
1999,389,2020-06-12,4117,3,115
2000,857,2020-10-01,3669,5,12
2001,224,2021-12-08,4666,4,57
2002,878,2021-04-06,4204,4,88
2003,872,2020-07-06,1115,2,110
2004,720,2021-10-11,739,3,87
2005,866,2021-08-30,4461,2,110
2006,670,2020-10-02,822,4,46
2007,345,2021-03-28,571,2,26
2008,384,2020-10-20,4444,4,33
2009,609,2021-06-29,1128,5,25
2010,697,2022-01-24,353,3,90
2011,595,2021-07-01,1551,4,84
2012,626,2020-10-16,1861,3,29
2013,590,2021-11-22,2458,4,32
2014,549,2022-02-23,2996,1,6
2015,221,2020-10-06,3691,4,112
2016,960,2020-09-25,1988,3,117
2017,457,2021-06-06,431,3,99
2018,912,2021-12-28,789,1,13
2019,965,2022-01-03,3266,4,25
2020,212,2022-05-01,2480,4,57
2021,145,2021-02-04,2207,1,105
2022,398,2022-01-12,4048,4,112
2023,439,2022-03-30,1570,3,69
2024,957,2020-11-22,293,4,19
2025,718,2021-01-25,832,1,66
2026,60,2021-03-13,3138,4,25
2027,727,2021-05-09,810,4,14
2028,967,2021-09-07,3069,1,36
2029,226,2020-06-16,1657,1,65
2030,902,2020-09-11,3096,4,26
2031,563,2021-01-07,1151,3,73
2032,124,2022-04-02,4106,2,93
2033,647,2020-12-30,240,1,36
2034,177,2021-12-08,2405,4,56
2035,506,2021-02-18,1675,5,108
2036,651,2022-01-11,1890,5,59
2037,103,2021-06-22,432,3,15
2038,168,2021-02-28,3607,1,57
2039,783,2021-09-23,1234,2,71
2040,893,2020-12-23,2324,2,118
2041,631,2022-03-24,371,4,119
2042,2,2021-12-06,1173,1,89
2043,498,2021-05-21,3295,1,14
2044,594,2021-12-10,4086,1,74
2045,95,2021-04-08,496,4,107
2046,636,2020-09-07,2726,4,42
2047,767,2021-12-15,4739,2,78
2048,938,2022-03-22,3720,5,107
2049,149,2021-07-22,867,3,14
2050,351,2020-11-02,3756,5,26
2051,709,2022-01-08,805,2,39
2052,341,2021-03-17,4070,4,17
2053,374,2020-10-08,1475,2,76
2054,30,2021-01-23,1830,2,84
2055,590,2020-06-10,730,4,31
2056,89,2021-02-04,1278,3,43
2057,420,2021-01-20,2498,1,19
2058,294,2020-09-07,114,1,77
2059,893,2021-02-19,3645,5,44
2060,760,2020-12-06,2660,3,28
2061,968,2021-10-01,4415,1,62
2062,312,2021-01-29,4280,2,10
2063,73,2022-01-20,1002,1,83
2064,587,2021-09-07,4462,2,28
2065,29,2020-11-23,4034,2,51
2066,397,2020-08-30,260,5,88
2067,815,2021-02-27,4109,1,87
2068,156,2022-01-28,1819,2,51
2069,885,2022-04-15,365,1,114
2070,670,2021-06-07,1760,4,67
2071,890,2021-05-10,2079,2,54
2072,430,2022-04-12,2520,3,27
2073,158,2021-10-20,4019,5,23
2074,397,2022-05-01,870,1,95
2075,300,2022-03-07,3390,1,101
2076,742,2020-12-11,3667,2,61
2077,182,2020-10-07,2971,2,82
2078,560,2020-12-08,188,2,30
2079,480,2021-02-14,462,5,104
2080,111,2021-06-06,3364,1,72
2081,462,2020-09-10,927,1,120
2082,765,2020-11-13,4702,3,47
2083,478,2022-04-05,1845,2,107
2084,819,2021-08-01,2576,4,76
2085,634,2020-08-16,1437,5,73
2086,739,2020-08-26,901,5,39
2087,188,2020-12-24,4627,1,38
2088,333,2021-04-17,2674,3,58
2089,280,2020-08-21,4282,3,51
2090,295,2020-07-19,1591,2,78
2091,328,2021-01-29,946,3,51
2092,552,2021-11-08,4568,5,6
2093,223,2020-07-05,3095,1,28
2094,24,2021-09-03,3861,3,38
2095,258,2021-12-02,381,4,89
2096,303,2020-10-08,3708,3,65
2097,809,2020-11-12,4230,1,45
2098,136,2021-09-22,3204,1,39
2099,273,2021-05-19,171,2,52
2100,624,2022-02-14,3532,1,11
2101,68,2022-01-30,1790,2,51
2102,145,2021-03-20,4039,2,86
2103,784,2022-04-16,276,1,106
2104,484,2020-11-08,2610,5,78
2105,286,2021-06-22,3382,2,51
2106,830,2020-11-23,3897,4,39
2107,644,2021-10-05,4321,4,107
2108,199,2021-04-13,2050,1,21
2109,145,2021-07-15,1217,3,13
2110,622,2021-08-05,739,1,118
2111,22,2020-11-18,2942,5,52
2112,48,2021-03-24,821,5,45
2113,704,2021-10-20,1437,5,19
2114,242,2020-08-25,3896,2,69
2115,797,2021-07-21,3055,5,105
2116,495,2020-11-22,2689,1,8
2117,271,2021-02-09,2915,3,103
2118,711,2021-04-24,2439,2,57
2119,80,2021-04-10,1114,3,55
2120,961,2021-03-21,914,5,36
2121,184,2021-07-10,906,5,10
2122,654,2021-12-25,4297,3,57
2123,567,2022-05-01,832,3,50
2124,412,2020-10-10,4938,5,112
2125,962,2020-12-28,3419,3,53
2126,812,2020-12-02,1198,4,60
2127,412,2020-10-20,3575,1,91
2128,320,2021-01-09,1392,3,87
2129,179,2020-07-20,1336,1,117
2130,566,2021-11-04,849,1,92
2131,273,2020-08-07,4995,2,18
2132,131,2020-12-27,4125,3,67
2133,969,2020-12-02,1095,2,119
2134,367,2021-04-21,502,3,69
2135,917,2021-03-29,2435,1,26
2136,25,2021-06-02,2295,2,32
2137,519,2022-03-05,2225,1,30
2138,292,2021-10-08,129,5,113
2139,325,2021-02-01,1970,5,98
2140,862,2022-05-26,4607,3,10
2141,624,2021-01-04,3532,4,86
2142,131,2021-03-18,154,3,24
2143,883,2020-09-29,2075,4,60
2144,204,2021-01-15,3771,2,36
2145,506,2021-11-19,4954,3,69
2146,819,2021-05-18,1647,2,116
2147,340,2021-05-13,4258,2,84
2148,555,2021-05-21,2603,2,92
2149,290,2022-03-19,261,4,13
2150,832,2020-09-21,1904,5,38
2151,184,2021-03-31,3904,4,120
2152,990,2020-08-15,3509,2,99
2153,360,2020-10-19,4989,5,81
2154,4,2020-11-13,2001,3,109
2155,912,2021-02-03,700,1,14
2156,222,2020-06-12,4018,1,13
2157,616,2022-03-27,2381,3,76
2158,707,2020-11-04,882,5,80
2159,472,2020-10-20,4365,1,21
2160,434,2021-12-03,1907,2,120
2161,885,2021-12-06,675,5,15
2162,306,2021-10-07,2751,4,40
2163,23,2020-10-14,4908,2,111
2164,200,2021-08-11,2409,4,14
2165,811,2021-04-07,1762,1,108
2166,809,2021-06-11,1995,1,44
2167,423,2020-09-22,2704,2,68
2168,436,2021-10-23,2402,4,65
2169,836,2020-08-21,2695,3,87
2170,174,2021-05-17,4507,2,72
2171,396,2020-08-25,4830,1,107
2172,87,2020-06-18,1697,3,26
2173,851,2021-03-02,1769,5,46
2174,225,2020-06-29,942,2,109
2175,952,2020-07-28,4349,1,12
2176,707,2022-03-26,2195,5,100
2177,29,2021-03-24,3622,3,89
2178,166,2021-12-31,4457,1,59
2179,996,2021-01-27,4438,5,54
2180,839,2021-09-19,2505,3,27
2181,67,2020-08-17,4946,1,91
2182,387,2020-11-26,4735,2,78
2183,915,2022-01-23,3725,4,9
2184,396,2020-07-18,4688,4,55
2185,673,2021-09-27,4961,3,61
2186,554,2021-01-10,3059,4,58
2187,916,2020-07-18,756,2,81
2188,377,2021-03-13,1567,3,87
2189,13,2022-03-21,1980,2,108
2190,271,2021-02-23,2991,4,43
2191,666,2021-04-12,2502,1,57
2192,335,2020-06-28,804,2,58
2193,963,2022-03-19,4980,4,13
2194,353,2021-08-22,3903,1,45
2195,216,2021-03-07,2573,3,50
2196,500,2022-04-01,1047,3,18
2197,570,2021-02-01,4466,3,95
2198,548,2021-05-25,4653,3,12
2199,85,2021-02-11,379,4,101
2200,563,2022-01-25,534,5,81
2201,526,2021-01-15,3701,4,11
2202,981,2021-05-12,2193,3,96
2203,291,2022-02-12,3508,3,109
2204,904,2020-12-17,1759,3,88
2205,287,2021-06-18,904,2,33
2206,940,2020-11-11,4791,1,8
2207,593,2022-03-12,1940,4,107
2208,699,2022-05-23,3988,2,96
2209,799,2021-08-12,4601,4,5
2210,196,2022-04-29,4211,5,80
2211,85,2020-11-06,982,4,78
2212,44,2020-06-17,3274,4,115
2213,303,2022-02-01,1503,2,10
2214,89,2021-01-12,1500,1,93
2215,526,2022-03-11,436,1,65
2216,930,2021-05-05,2608,2,54
2217,602,2021-04-21,3080,3,105
2218,215,2021-10-16,875,4,44
2219,798,2022-01-04,2340,3,58
2220,912,2022-04-09,1064,2,79
2221,190,2021-06-12,808,3,112
2222,234,2021-09-13,4742,3,99
2223,317,2022-01-25,1722,4,116
2224,200,2021-07-17,173,1,87
2225,61,2021-12-21,2058,2,46
2226,533,2022-02-11,337,5,79
2227,830,2022-05-03,1987,1,44
2228,917,2021-09-07,4868,5,56
2229,73,2022-01-28,3376,5,62
2230,426,2021-09-20,2638,2,91
2231,64,2022-03-08,3816,3,72
2232,330,2021-05-30,2963,1,29
2233,436,2022-03-09,4552,4,7
2234,394,2020-09-23,924,1,61
2235,728,2020-11-03,3221,4,63
2236,990,2020-11-15,2264,4,51
2237,953,2021-08-29,1247,1,40
2238,575,2021-09-17,1400,3,94
2239,438,2021-09-16,4706,2,10
2240,575,2022-03-26,4837,3,86
2241,574,2021-07-27,3058,5,75
2242,13,2021-01-18,3604,1,66
2243,400,2021-01-01,1022,2,16
2244,788,2021-05-31,723,5,35
2245,231,2021-03-30,2000,3,13
2246,413,2020-09-28,3740,4,27
2247,560,2020-12-06,2675,3,97
2248,835,2021-06-14,2760,3,40
2249,248,2021-07-06,1664,2,62
2250,83,2021-06-03,3199,4,27
2251,190,2021-06-30,3529,2,15
2252,555,2021-11-13,444,1,26
2253,369,2021-08-24,4048,1,116
2254,275,2021-03-17,1449,5,31
2255,374,2020-08-11,2674,4,110
2256,947,2022-02-21,4796,2,18
2257,85,2021-11-30,209,5,105
2258,707,2021-10-24,4580,5,28
2259,382,2021-03-02,1663,1,108
2260,209,2021-05-28,2676,3,49
2261,216,2020-10-24,3591,1,67
2262,147,2022-02-20,4738,4,104
2263,310,2021-11-29,3523,5,91
2264,226,2020-11-23,2384,4,90
2265,515,2022-04-12,3195,1,34
2266,102,2020-12-18,2347,4,63
2267,543,2021-05-02,583,3,53
2268,792,2021-02-23,106,4,39
2269,573,2021-11-09,2331,5,109
2270,455,2021-03-14,2752,4,55
2271,303,2021-10-28,170,4,84
2272,754,2021-04-10,4113,3,81
2273,364,2022-04-22,3380,5,14
2274,315,2021-04-03,4070,4,61
2275,955,2021-07-21,3583,4,19
2276,530,2021-01-30,1822,3,30
2277,797,2022-02-03,2858,2,98
2278,78,2021-03-26,2124,2,30
2279,164,2021-10-24,2500,2,92
